declarationDate,disasterName,stateCode,stateName,declarationRequestDate,Days Diff,Quarter
2025-03-26T00:00:00.000Z,ALARKA FIRE,NC,North Carolina,2025-03-26T00:00:00.000Z,0,1
2025-03-27T00:00:00.000Z,TABLE ROCK FIRE,NC,North Carolina,2025-03-27T00:00:00.000Z,0,1
2025-04-02T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",TN,Tennessee,2025-04-02T00:00:00.000Z,0,2
2025-04-03T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",KY,Kentucky,2025-04-03T00:00:00.000Z,0,2
2025-04-04T00:00:00.000Z,SEVERE WINTER STORMS AND FLOODING,VA,Virginia,2025-02-16T00:00:00.000Z,47,2
2025-04-05T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",AR,Arkansas,2025-04-04T00:00:00.000Z,1,2
2025-04-18T00:00:00.000Z,RIO GRANDE FIRE,NM,New Mexico,2025-04-17T00:00:00.000Z,1,2
2025-04-20T00:00:00.000Z,SAM DAVIS ROAD FIRE,NC,North Carolina,2025-04-19T00:00:00.000Z,1,2
2025-04-24T00:00:00.000Z,JONES ROAD FIRE,NJ,New Jersey,2025-04-22T00:00:00.000Z,2,2
2025-04-24T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",KY,Kentucky,2025-04-11T00:00:00.000Z,13,2
2025-05-03T00:00:00.000Z,SUNSET DRIVE FIRE,NC,North Carolina,2025-05-03T00:00:00.000Z,0,2
2025-05-08T00:00:00.000Z,SEVERE STORMS AND TORNADOES,AR,Arkansas,2025-03-21T00:00:00.000Z,48,2
2025-05-14T00:00:00.000Z,GREER FIRE,AZ,Arizona,2025-05-14T00:00:00.000Z,0,2
2025-05-14T00:00:00.000Z,MUNGER SHAW FIRE,MN,Minnesota,2025-05-14T00:00:00.000Z,0,2
2025-05-21T00:00:00.000Z,SEVERE WINTER STORM,IA,Iowa,2025-04-15T00:00:00.000Z,36,2
2025-05-21T00:00:00.000Z,WILDFIRES AND STRAIGHT-LINE WINDS,OK,Oklahoma,2025-03-21T00:00:00.000Z,61,2
2025-05-21T00:00:00.000Z,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, FLOODING, AND WILDFIRES",KS,Kansas,2025-04-14T00:00:00.000Z,37,2
2025-05-21T00:00:00.000Z,SEVERE STORMS AND FLOODING,TX,Texas,2025-04-17T00:00:00.000Z,44,2
2025-05-21T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,NE,Nebraska,2025-04-11T00:00:00.000Z,40,2
2025-05-21T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND WILDFIRES",MO,Missouri,2025-04-02T00:00:00.000Z,49,2
2025-05-21T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",AR,Arkansas,2025-05-03T00:00:00.000Z,18,2
2025-05-21T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",MS,Mississippi,2025-04-01T00:00:00.000Z,50,2
2025-05-21T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",MO,Missouri,2025-04-30T00:00:00.000Z,22,2
2025-05-22T00:00:00.000Z,CODY FIRE,AZ,Arizona,2025-05-21T00:00:00.000Z,1,2
2025-05-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",KY,Kentucky,2025-05-20T00:00:00.000Z,3,2
2025-06-09T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",MO,Missouri,2025-05-19T00:00:00.000Z,21,2
2025-06-09T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",MO,Missouri,2025-05-25T00:00:00.000Z,15,2
2025-06-10T00:00:00.000Z,MARIE FIRE,NV,Nevada,2025-06-10T00:00:00.000Z,0,2
2025-06-11T00:00:00.000Z,ROWENA FIRE,OR,Oregon,2025-06-11T00:00:00.000Z,0,2
2025-06-16T00:00:00.000Z,TROUT FIRE,NM,New Mexico,2025-06-16T00:00:00.000Z,0,2
2025-06-17T00:00:00.000Z,ALDER SPRINGS FIRE,OR,Oregon,2025-06-16T00:00:00.000Z,1,2
2025-06-18T00:00:00.000Z,UPPER APPLEGATE ROAD FIRE,OR,Oregon,2025-06-18T00:00:00.000Z,0,2
2025-06-19T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",TN,Tennessee,2025-04-17T00:00:00.000Z,63,2
2025-06-20T00:00:00.000Z,CONNER FIRE,NV,Nevada,2025-06-20T00:00:00.000Z,0,2
2025-06-20T00:00:00.000Z,FORSYTH FIRE,UT,Utah,2025-06-19T00:00:00.000Z,1,2
2025-06-21T00:00:00.000Z,DESERT WILLOW FIRE COMPLEX,NM,New Mexico,2025-06-21T00:00:00.000Z,0,2
2025-06-22T00:00:00.000Z,COTTON 2 FIRE,NM,New Mexico,2025-06-22T00:00:00.000Z,0,2
2025-06-23T00:00:00.000Z,HIMALAYA ROAD FIRE,AK,Alaska,2025-06-23T00:00:00.000Z,0,2
2025-06-23T00:00:00.000Z,BEAR CREEK FIRE,AK,Alaska,2025-06-23T00:00:00.000Z,0,2
2025-07-06T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",TX,Texas,2025-07-05T00:00:00.000Z,1,3
2025-07-06T00:00:00.000Z,NENANA RIDGE COMPLEX,AK,Alaska,2025-07-05T00:00:00.000Z,1,3
2025-07-10T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",NM,New Mexico,2025-07-08T00:00:00.000Z,2,3
2025-07-12T00:00:00.000Z,DEER CREEK FIRE,UT,Utah,2025-07-12T00:00:00.000Z,0,3
2025-07-13T00:00:00.000Z,HIGHLAND FIRE,OR,Oregon,2025-07-12T00:00:00.000Z,1,3
2025-07-16T00:00:00.000Z,MONROE CANYON FIRE,UT,Utah,2025-07-14T00:00:00.000Z,2,3
2025-07-19T00:00:00.000Z,BURDOIN FIRE,WA,Washington,2025-07-19T00:00:00.000Z,0,3
2025-07-22T00:00:00.000Z,SEVERE WINTER STORM,MI,Michigan,2025-05-16T00:00:00.000Z,67,3
2025-07-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",KS,Kansas,2025-06-17T00:00:00.000Z,35,3
2025-07-22T00:00:00.000Z,SEVERE STORMS AND FLOODING,MO,Missouri,2025-06-21T00:00:00.000Z,31,3
2025-07-22T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",NM,New Mexico,2025-07-08T00:00:00.000Z,14,3
2025-07-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",IN,Indiana,2025-05-28T00:00:00.000Z,55,3
2025-07-22T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",OR,Oregon,2025-05-19T00:00:00.000Z,64,3
2025-07-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",WV,West Virginia,2025-06-20T00:00:00.000Z,32,3
2025-08-02T00:00:00.000Z,PEAVINE FIRE,NV,Nevada,2025-08-02T00:00:00.000Z,0,3
2025-08-06T00:00:00.000Z,ELK FIRE,CO,Colorado,2025-08-06T00:00:00.000Z,0,3
2025-08-06T00:00:00.000Z,LEE FIRE,CO,Colorado,2025-08-06T00:00:00.000Z,0,3
2025-08-08T00:00:00.000Z,CANYON FIRE,CA,California,2025-08-07T00:00:00.000Z,1,3
2025-08-11T00:00:00.000Z,OAK FIRE,CO,Colorado,2025-08-11T00:00:00.000Z,0,3
2025-08-15T00:00:00.000Z,RED CANYON FIRE,WY,Wyoming,2025-08-15T00:00:00.000Z,0,3
2025-08-15T00:00:00.000Z,SUNSET FIRE,ID,Idaho,2025-08-15T00:00:00.000Z,0,3
2025-08-19T00:00:00.000Z,KUNIA ROAD FIRE,HI,Hawaii,2025-08-19T00:00:00.000Z,0,3
2025-08-23T00:00:00.000Z,FLAT FIRE,OR,Oregon,2025-08-22T00:00:00.000Z,1,3
2025-08-26T00:00:00.000Z,WINDY ROCK FIRE,MT,Montana,2025-08-26T00:00:00.000Z,0,3
2025-09-03T00:00:00.000Z,2-7 FIRE,CA,California,2025-09-02T00:00:00.000Z,1,3
2025-09-11T00:00:00.000Z,"SEVERE STORM, TORNADOES, AND STRAIGHT-LINE WINDS",ND,North Dakota,2025-07-21T00:00:00.000Z,52,3
2025-09-11T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",MT,Montana,2025-07-17T00:00:00.000Z,56,3
2025-09-11T00:00:00.000Z,TROPICAL DEPRESSION CHANTAL,NC,North Carolina,2025-08-05T00:00:00.000Z,37,3
2025-09-11T00:00:00.000Z,SEVERE STORM AND FLOODING,SD,South Dakota,2025-08-05T00:00:00.000Z,37,3
2025-09-11T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",KS,Kansas,2025-08-05T00:00:00.000Z,37,3
2025-09-11T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, AND MUDSLIDES",WI,Wisconsin,2025-08-27T00:00:00.000Z,15,3
2025-09-23T00:00:00.000Z,HOLOMUA FIRE,HI,Hawaii,2025-09-23T00:00:00.000Z,0,3
2025-09-26T00:00:00.000Z,LOWER SUGARLOAF FIRE,WA,Washington,2025-09-26T00:00:00.000Z,0,3
2025-10-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",NE,Nebraska,2025-09-04T00:00:00.000Z,48,4
2025-10-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",ND,North Dakota,2025-09-04T00:00:00.000Z,48,4
2025-10-22T00:00:00.000Z,SEVERE STORMS AND STRAIGHT-LINE WINDS,MN,Minnesota,2025-08-19T00:00:00.000Z,64,4
2025-10-22T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND REMNANTS OF TYPHOON HALONG",AK,Alaska,2025-10-16T00:00:00.000Z,6,4
2025-12-12T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",WA,Washington,2025-12-10T00:00:00.000Z,2,4
2025-12-19T00:00:00.000Z,SEVERE STORMS AND FLOODING,MT,Montana,2025-12-16T00:00:00.000Z,3,4
2025-12-19T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",KS,Kansas,2025-09-17T00:00:00.000Z,93,4
2025-12-19T00:00:00.000Z,SUNNY FIRE,OK,Oklahoma,2025-12-19T00:00:00.000Z,0,4
